0 100 99
44 88 200 0
44 89 200 0
44 90 200 0
44 91 200 0
44 92 200 0
44 93 200 0
44 94 200 0
44 95 200 0
44 96 200 0
44 97 200 0
44 98 200 0
44 99 200 0
44 100 200 0
45 46 1 1
45 47 200 0
45 48 200 0
45 49 200 0
45 50 200 0
45 51 200 0
45 52 200 0
45 53 200 0
45 54 200 0
45 55 200 0
45 56 200 0
45 57 200 0
45 58 200 0
45 59 200 0
45 60 200 0
45 61 200 0
45 62 200 0
45 63 200 0
45 64 200 0
45 65 200 0
45 66 200 0
45 67 200 0
45 68 200 0
45 69 200 0
45 70 200 0
45 71 200 0
45 72 200 0
45 73 200 0
45 74 200 0
45 75 200 0
45 76 200 0
45 77 200 0
45 78 200 0
45 79 200 0
45 80 200 0
45 81 200 0
45 82 200 0
45 83 200 0
45 84 200 0
45 85 200 0
45 86 200 0
45 87 200 0
45 88 200 0
45 89 200 0
45 90 200 0
45 91 200 0
45 92 200 0
45 93 200 0
45 94 200 0
45 95 200 0
45 96 200 0
45 97 200 0
45 98 200 0
45 99 200 0
45 100 200 0
46 47 1 1
46 48 200 0
46 49 200 0
46 50 200 0
46 51 200 0
46 52 200 0
46 53 200 0
46 54 200 0
46 55 200 0
46 56 200 0
46 57 200 0
46 58 200 0
46 59 200 0
46 60 200 0
46 61 200 0
46 62 200 0
46 63 200 0
46 64 200 0
46 65 200 0
46 66 200 0
46 67 200 0
46 68 200 0
46 69 200 0
46 70 200 0
46 71 200 0
46 72 200 0
46 73 200 0
46 74 200 0
46 75 200 0
46 76 200 0
46 77 200 0
46 78 200 0
46 79 200 0
46 80 200 0
46 81 200 0
46 82 200 0
46 83 200 0
46 84 200 0
46 85 200 0
46 86 200 0
46 87 200 0
46 88 200 0
46 89 200 0
46 90 200 0
46 91 200 0
46 92 200 0
46 93 200 0
46 94 200 0
46 95 200 0
46 96 200 0
46 97 200 0
46 98 200 0
46 99 200 0
46 100 200 0
47 48 1 1
47 49 200 0
47 50 200 0
47 51 200 0
47 52 200 0
47 53 200 0
47 54 200 0
47 55 200 0
47 56 200 0
47 57 200 0
47 58 200 0
47 59 200 0
47 60 200 0
47 61 200 0
47 62 200 0
47 63 200 0
47 64 200 0
47 65 200 0
47 66 200 0
47 67 200 0
47 68 200 0
47 69 200 0
47 70 200 0
47 71 200 0
47 72 200 0
47 73 200 0
47 74 200 0
47 75 200 0
47 76 200 0
47 77 200 0
47 78 200 0
47 79 200 0
47 80 200 0
47 81 200 0
47 82 200 0
47 83 200 0
47 84 200 0
47 85 200 0
47 86 200 0
47 87 200 0
47 88 200 0
47 89 200 0
47 90 200 0
47 91 200 0
47 92 200 0
47 93 200 0
47 94 200 0
47 95 200 0
47 96 200 0
47 97 200 0
47 98 200 0
47 99 200 0
47 100 200 0
48 49 1 1
48 50 200 0
48 51 200 0
48 52 200 0
48 53 200 0
48 54 200 0
48 55 200 0
48 56 200 0
48 57 200 0
48 58 200 0
48 59 200 0
48 60 200 0
48 61 200 0
48 62 200 0
48 63 200 0
48 64 200 0
48 65 200 0
48 66 200 0
48 67 200 0
48 68 200 0
48 69 200 0
48 70 200 0
48 71 200 0
48 72 200 0
48 73 200 0
48 74 200 0
48 75 200 0
48 76 200 0
48 77 200 0
48 78 200 0
48 79 200 0
48 80 200 0
48 81 200 0
48 82 200 0
48 83 200 0
48 84 200 0
48 85 200 0
48 86 200 0
48 87 200 0
48 88 200 0
48 89 200 0
48 90 200 0
48 91 200 0
48 92 200 0
48 93 200 0
48 94 200 0
48 95 200 0
48 96 200 0
48 97 200 0
48 98 200 0
48 99 200 0
48 100 200 0
49 50 1 1
49 51 200 0
49 52 200 0
49 53 200 0
49 54 200 0
49 55 200 0
49 56 200 0
49 57 200 0
49 58 200 0
49 59 200 0
49 60 200 0
49 61 200 0
49 62 200 0
49 63 200 0
49 64 200 0
49 65 200 0
49 66 200 0
49 67 200 0
49 68 200 0
49 69 200 0
49 70 200 0
49 71 200 0
49 72 200 0
49 73 200 0
49 74 200 0
49 75 200 0
49 76 200 0
49 77 200 0
49 78 200 0
49 79 200 0
49 80 200 0
49 81 200 0
49 82 200 0
49 83 200 0
49 84 200 0
49 85 200 0
49 86 200 0
49 87 200 0
49 88 200 0
49 89 200 0
49 90 200 0
49 91 200 0
49 92 200 0
49 93 200 0
49 94 200 0
49 95 200 0
49 96 200 0
49 97 200 0
49 98 200 0
49 99 200 0
49 100 200 0
50 51 1 1
50 52 200 0
50 53 200 0
50 54 200 0
50 55 200 0
50 56 200 0
50 57 200 0
50 58 200 0
50 59 200 0
50 60 200 0
50 61 200 0
50 62 200 0
50 63 200 0
50 64 200 0
50 65 200 0
50 66 200 0
50 67 200 0
50 68 200 0
50 69 200 0
50 70 200 0
50 71 200 0
50 72 200 0
50 73 200 0
50 74 200 0
50 75 200 0
50 76 200 0
50 77 200 0
50 78 200 0
50 79 200 0
50 80 200 0
50 81 200 0
50 82 200 0
50 83 200 0
50 84 200 0
50 85 200 0
50 86 200 0
50 87 200 0
50 88 200 0
50 89 200 0
50 90 200 0
50 91 200 0
50 92 200 0
50 93 200 0
50 94 200 0
50 95 200 0
50 96 200 0
50 97 200 0
50 98 200 0
50 99 200 0
50 100 200 0
51 52 1 1
51 53 200 0
51 54 200 0
51 55 200 0
51 56 200 0
51 57 200 0
51 58 200 0
51 59 200 0
51 60 200 0
51 61 200 0
51 62 200 0
51 63 200 0
51 64 200 0
51 65 200 0
51 66 200 0
51 67 200 0
51 68 200 0
51 69 200 0
51 70 200 0
51 71 200 0
51 72 200 0
51 73 200 0
51 74 200 0
51 75 200 0
51 76 200 0
51 77 200 0
51 78 200 0
51 79 200 0
51 80 200 0
51 81 200 0
51 82 200 0
51 83 200 0
51 84 200 0
51 85 200 0
51 86 200 0
51 87 200 0
51 88 200 0
51 89 200 0
51 90 200 0
51 91 200 0
51 92 200 0
51 93 200 0
51 94 200 0
51 95 200 0
51 96 200 0
51 97 200 0
51 98 200 0
51 99 200 0
51 100 200 0
52 53 1 1
52 54 200 0
52 55 200 0
52 56 200 0
52 57 200 0
52 58 200 0
52 59 200 0
52 60 200 0
52 61 200 0
52 62 200 0
52 63 200 0
52 64 200 0
52 65 200 0
52 66 200 0
52 67 200 0
52 68 200 0
52 69 200 0
52 70 200 0
52 71 200 0
52 72 200 0
52 73 200 0
52 74 200 0
52 75 200 0
52 76 200 0
52 77 200 0
52 78 200 0
52 79 200 0
52 80 200 0
52 81 200 0
52 82 200 0
52 83 200 0
52 84 200 0
52 85 200 0
52 86 200 0
52 87 200 0
52 88 200 0
52 89 200 0
52 90 200 0
52 91 200 0
52 92 200 0
52 93 200 0
52 94 200 0
52 95 200 0
52 96 200 0
52 97 200 0
52 98 200 0
52 99 200 0
52 100 200 0
53 54 1 1
53 55 200 0
53 56 200 0
53 57 200 0
53 58 200 0
53 59 200 0
53 60 200 0
53 61 200 0
53 62 200 0
53 63 200 0
53 64 200 0
53 65 200 0
53 66 200 0
53 67 200 0
53 68 200 0
53 69 200 0
53 70 200 0
53 71 200 0
53 72 200 0
53 73 200 0
53 74 200 0
53 75 200 0
53 76 200 0
53 77 200 0
53 78 200 0
53 79 200 0
53 80 200 0
53 81 200 0
53 82 200 0
53 83 200 0
53 84 200 0
53 85 200 0
53 86 200 0
53 87 200 0
53 88 200 0
53 89 200 0
53 90 200 0
53 91 200 0
53 92 200 0
53 93 200 0
53 94 200 0
53 95 200 0
53 96 200 0
53 97 200 0
53 98 200 0
53 99 200 0
53 100 200 0
54 55 1 1
54 56 200 0
54 57 200 0
54 58 200 0
54 59 200 0
54 60 200 0
54 61 200 0
54 62 200 0
54 63 200 0
54 64 200 0
54 65 200 0
54 66 200 0
54 67 200 0
54 68 200 0
54 69 200 0
54 70 200 0
54 71 200 0
54 72 200 0
54 73 200 0
54 74 200 0
54 75 200 0
54 76 200 0
54 77 200 0
54 78 200 0
54 79 200 0
54 80 200 0
54 81 200 0
54 82 200 0
54 83 200 0
54 84 200 0
54 85 200 0
54 86 200 0
54 87 200 0
54 88 200 0
54 89 200 0
54 90 200 0
54 91 200 0
54 92 200 0
54 93 200 0
54 94 200 0
54 95 200 0
54 96 200 0
54 97 200 0
54 98 200 0
54 99 200 0
54 100 200 0
55 56 1 1
55 57 200 0
55 58 200 0
55 59 200 0
55 60 200 0
55 61 200 0
55 62 200 0
55 63 200 0
55 64 200 0
55 65 200 0
55 66 200 0
55 67 200 0
55 68 200 0
55 69 200 0
55 70 200 0
55 71 200 0
55 72 200 0
55 73 200 0
55 74 200 0
55 75 200 0
55 76 200 0
55 77 200 0
55 78 200 0
55 79 200 0
55 80 200 0
55 81 200 0
55 82 200 0
55 83 200 0
55 84 200 0
55 85 200 0
55 86 200 0
55 87 200 0
55 88 200 0
55 89 200 0
55 90 200 0
55 91 200 0
55 92 200 0
55 93 200 0
55 94 200 0
55 95 200 0
55 96 200 0
55 97 200 0
55 98 200 0
55 99 200 0
55 100 200 0
56 57 1 1
56 58 200 0
56 59 200 0
56 60 200 0
56 61 200 0
56 62 200 0
56 63 200 0
56 64 200 0
56 65 200 0
56 66 200 0
56 67 200 0
56 68 200 0
56 69 200 0
56 70 200 0
56 71 200 0
56 72 200 0
56 73 200 0
56 74 200 0
56 75 200 0
56 76 200 0
56 77 200 0
56 78 200 0
56 79 200 0
56 80 200 0
56 81 200 0
56 82 200 0
56 83 200 0
56 84 200 0
56 85 200 0
56 86 200 0
56 87 200 0
56 88 200 0
56 89 200 0
56 90 200 0
56 91 200 0
56 92 200 0
56 93 200 0
56 94 200 0
56 95 200 0
56 96 200 0
56 97 200 0
56 98 200 0
56 99 200 0
56 100 200 0
57 58 1 1
57 59 200 0
57 60 200 0
57 61 200 0
57 62 200 0
57 63 200 0
57 64 200 0
57 65 200 0
57 66 200 0
57 67 200 0
57 68 200 0
57 69 200 0
57 70 200 0
57 71 200 0
57 72 200 0
57 73 200 0
57 74 200 0
57 75 200 0
57 76 200 0
57 77 200 0
57 78 200 0
57 79 200 0
57 80 200 0
57 81 200 0
57 82 200 0
57 83 200 0
57 84 200 0
57 85 200 0
57 86 200 0
57 87 200 0
57 88 200 0
57 89 200 0
57 90 200 0
57 91 200 0
57 92 200 0
57 93 200 0
57 94 200 0
57 95 200 0
57 96 200 0
57 97 200 0
57 98 200 0
57 99 200 0
57 100 200 0
58 59 1 1
58 60 200 0
58 61 200 0
58 62 200 0
58 63 200 0
58 64 200 0
58 65 200 0
58 66 200 0
58 67 200 0
58 68 200 0
58 69 200 0
58 70 200 0
58 71 200 0
58 72 200 0
58 73 200 0
58 74 200 0
58 75 200 0
58 76 200 0
58 77 200 0
58 78 200 0
58 79 200 0
58 80 200 0
58 81 200 0
58 82 200 0
58 83 200 0
58 84 200 0
58 85 200 0
58 86 200 0
58 87 200 0
58 88 200 0
58 89 200 0
58 90 200 0
58 91 200 0
58 92 200 0
58 93 200 0
58 94 200 0
58 95 200 0
58 96 200 0
58 97 200 0
58 98 200 0
58 99 200 0
58 100 200 0
59 60 1 1
59 61 200 0
59 62 200 0
59 63 200 0
59 64 200 0
59 65 200 0
59 66 200 0
59 67 200 0
59 68 200 0
59 69 200 0
59 70 200 0
59 71 200 0
59 72 200 0
59 73 200 0
59 74 200 0
59 75 200 0
59 76 200 0
59 77 200 0
59 78 200 0
59 79 200 0
59 80 200 0
59 81 200 0
59 82 200 0
59 83 200 0
59 84 200 0
59 85 200 0
59 86 200 0
59 87 200 0
59 88 200 0
59 89 200 0
59 90 200 0
59 91 200 0
59 92 200 0
59 93 200 0
59 94 200 0
59 95 200 0
59 96 200 0
59 97 200 0
59 98 200 0
59 99 200 0
59 100 200 0
60 61 1 1
60 62 200 0
60 63 200 0
60 64 200 0
60 65 200 0
60 66 200 0
60 67 200 0
60 68 200 0
60 69 200 0
60 70 200 0
60 71 200 0
60 72 200 0
60 73 200 0
60 74 200 0
60 75 200 0
60 76 200 0
60 77 200 0
60 78 200 0
60 79 200 0
60 80 200 0
60 81 200 0
60 82 200 0
60 83 200 0
60 84 200 0
60 85 200 0
60 86 200 0
60 87 200 0
60 88 200 0
60 89 200 0
60 90 200 0
60 91 200 0
60 92 200 0
60 93 200 0
60 94 200 0
60 95 200 0
60 96 200 0
60 97 200 0
60 98 200 0
60 99 200 0
60 100 200 0
61 62 1 1
61 63 200 0
61 64 200 0
61 65 200 0
61 66 200 0
61 67 200 0
61 68 200 0
61 69 200 0
61 70 200 0
61 71 200 0
61 72 200 0
61 73 200 0
61 74 200 0
61 75 200 0
61 76 200 0
61 77 200 0
61 78 200 0
61 79 200 0
61 80 200 0
61 81 200 0
61 82 200 0
61 83 200 0
61 84 200 0
61 85 200 0
61 86 200 0
61 87 200 0
61 88 200 0
61 89 200 0
61 90 200 0
61 91 200 0
61 92 200 0
61 93 200 0
61 94 200 0
61 95 200 0
61 96 200 0
61 97 200 0
61 98 200 0
61 99 200 0
61 100 200 0
62 63 1 1
62 64 200 0
62 65 200 0
62 66 200 0
62 67 200 0
62 68 200 0
62 69 200 0
62 70 200 0
62 71 200 0
62 72 200 0
62 73 200 0
62 74 200 0
62 75 200 0
62 76 200 0
62 77 200 0
62 78 200 0
62 79 200 0
62 80 200 0
62 81 200 0
62 82 200 0
62 83 200 0
62 84 200 0
62 85 200 0
62 86 200 0
62 87 200 0
62 88 200 0
62 89 200 0
62 90 200 0
62 91 200 0
62 92 200 0
62 93 200 0
62 94 200 0
62 95 200 0
62 96 200 0
62 97 200 0
62 98 200 0
62 99 200 0
62 100 200 0
63 64 1 1
63 65 200 0
63 66 200 0
63 67 200 0
63 68 200 0
63 69 200 0
63 70 200 0
63 71 200 0
63 72 200 0
63 73 200 0
63 74 200 0
63 75 200 0
63 76 200 0
63 77 200 0
63 78 200 0
63 79 200 0
63 80 200 0
63 81 200 0
63 82 200 0
63 83 200 0
63 84 200 0
63 85 200 0
63 86 200 0
63 87 200 0
63 88 200 0
63 89 200 0
63 90 200 0
63 91 200 0
63 92 200 0
63 93 200 0
63 94 200 0
63 95 200 0
63 96 200 0
63 97 200 0
63 98 200 0
63 99 200 0
63 100 200 0
64 65 1 1
64 66 200 0
64 67 200 0
64 68 200 0
64 69 200 0
64 70 200 0
64 71 200 0
64 72 200 0
64 73 200 0
64 74 200 0
64 75 200 0
64 76 200 0
64 77 200 0
64 78 200 0
64 79 200 0
64 80 200 0
64 81 200 0
64 82 200 0
64 83 200 0
64 84 200 0
64 85 200 0
64 86 200 0
64 87 200 0
64 88 200 0
64 89 200 0
64 90 200 0
64 91 200 0
64 92 200 0
64 93 200 0
64 94 200 0
64 95 200 0
64 96 200 0
64 97 200 0
64 98 200 0
64 99 200 0
64 100 200 0
65 66 1 1
65 67 200 0
65 68 200 0
65 69 200 0
65 70 200 0
65 71 200 0
65 72 200 0
65 73 200 0
65 74 200 0
65 75 200 0
65 76 200 0
65 77 200 0
65 78 200 0
65 79 200 0
65 80 200 0
65 81 200 0
65 82 200 0
65 83 200 0
65 84 200 0
65 85 200 0
65 86 200 0
65 87 200 0
65 88 200 0
65 89 200 0
65 90 200 0
65 91 200 0
65 92 200 0
65 93 200 0
65 94 200 0
65 95 200 0
65 96 200 0
65 97 200 0
65 98 200 0
65 99 200 0
65 100 200 0
66 67 1 1
66 68 200 0
66 69 200 0
66 70 200 0
66 71 200 0
66 72 200 0
66 73 200 0
66 74 200 0
66 75 200 0
66 76 200 0
66 77 200 0
66 78 200 0
66 79 200 0
66 80 200 0
66 81 200 0
66 82 200 0
66 83 200 0
66 84 200 0
66 85 200 0
66 86 200 0
66 87 200 0
66 88 200 0
66 89 200 0
66 90 200 0
66 91 200 0
66 92 200 0
66 93 200 0
66 94 200 0
66 95 200 0
66 96 200 0
66 97 200 0
66 98 200 0
66 99 200 0
66 100 200 0
67 68 1 1
67 69 200 0
67 70 200 0
67 71 200 0
67 72 200 0
67 73 200 0
67 74 200 0
67 75 200 0
67 76 200 0
67 77 200 0
67 78 200 0
67 79 200 0
67 80 200 0
67 81 200 0
67 82 200 0
67 83 200 0
67 84 200 0
67 85 200 0
67 86 200 0
67 87 200 0
67 88 200 0
67 89 200 0
67 90 200 0
67 91 200 0
67 92 200 0
67 93 200 0
67 94 200 0
67 95 200 0
67 96 200 0
67 97 200 0
67 98 200 0
67 99 200 0
67 100 200 0
68 69 1 1
68 70 200 0
68 71 200 0
68 72 200 0
68 73 200 0
68 74 200 0
68 75 200 0
68 76 200 0
68 77 200 0
68 78 200 0
68 79 200 0
68 80 200 0
68 81 200 0
68 82 200 0
68 83 200 0
68 84 200 0
68 85 200 0
68 86 200 0
68 87 200 0
68 88 200 0
68 89 200 0
68 90 200 0
68 91 200 0
68 92 200 0
68 93 200 0
68 94 200 0
68 95 200 0
68 96 200 0
68 97 200 0
68 98 200 0
68 99 200 0
68 100 200 0
69 70 1 1
69 71 200 0
69 72 200 0
69 73 200 0
69 74 200 0
69 75 200 0
69 76 200 0
69 77 200 0
69 78 200 0
69 79 200 0
69 80 200 0
69 81 200 0
69 82 200 0
69 83 200 0
69 84 200 0
69 85 200 0
69 86 200 0
69 87 200 0
69 88 200 0
69 89 200 0
69 90 200 0
69 91 200 0
69 92 200 0
69 93 200 0
69 94 200 0
69 95 200 0
69 96 200 0
69 97 200 0
69 98 200 0
69 99 200 0
69 100 200 0
70 71 1 1
70 72 200 0
70 73 200 0
70 74 200 0
70 75 200 0
70 76 200 0
70 77 200 0
70 78 200 0
70 79 200 0
70 80 200 0
70 81 200 0
70 82 200 0
70 83 200 0
70 84 200 0
70 85 200 0
70 86 200 0
70 87 200 0
70 88 200 0
70 89 200 0
70 90 200 0
70 91 200 0
70 92 200 0
70 93 200 0
70 94 200 0
70 95 200 0
70 96 200 0
70 97 200 0
70 98 200 0
70 99 200 0
70 100 200 0
71 72 1 1
71 73 200 0
71 74 200 0
71 75 200 0
71 76 200 0
71 77 200 0
71 78 200 0
71 79 200 0
71 80 200 0
71 81 200 0
71 82 200 0
71 83 200 0
71 84 200 0
71 85 200 0
71 86 200 0
71 87 200 0
71 88 200 0
71 89 200 0
71 90 200 0
71 91 200 0
71 92 200 0
71 93 200 0
71 94 200 0
71 95 200 0
71 96 200 0
71 97 200 0
71 98 200 0
71 99 200 0
71 100 200 0
72 73 1 1
72 74 200 0
72 75 200 0
72 76 200 0
72 77 200 0
72 78 200 0
72 79 200 0
72 80 200 0
72 81 200 0
72 82 200 0
72 83 200 0
72 84 200 0
72 85 200 0
72 86 200 0
72 87 200 0
72 88 200 0
72 89 200 0
72 90 200 0
72 91 200 0
72 92 200 0
72 93 200 0
72 94 200 0
72 95 200 0
72 96 200 0
72 97 200 0
72 98 200 0
72 99 200 0
72 100 200 0
73 74 1 1
73 75 200 0
73 76 200 0
73 77 200 0
73 78 200 0
73 79 200 0
73 80 200 0
73 81 200 0
73 82 200 0
73 83 200 0
73 84 200 0
73 85 200 0
73 86 200 0
73 87 200 0
73 88 200 0
73 89 200 0
73 90 200 0
73 91 200 0
73 92 200 0
73 93 200 0
73 94 200 0
73 95 200 0
73 96 200 0
73 97 200 0
73 98 200 0
73 99 200 0
73 100 200 0
74 75 1 1
74 76 200 0
74 77 200 0
74 78 200 0
74 79 200 0
74 80 200 0
74 81 200 0
74 82 200 0
74 83 200 0
74 84 200 0
74 85 200 0
74 86 200 0
74 87 200 0
74 88 200 0
74 89 200 0
74 90 200 0
74 91 200 0
74 92 200 0
74 93 200 0
74 94 200 0
74 95 200 0
74 96 200 0
74 97 200 0
74 98 200 0
74 99 200 0
74 100 200 0
75 76 1 1
75 77 200 0
75 78 200 0
75 79 200 0
75 80 200 0
75 81 200 0
75 82 200 0
75 83 200 0
75 84 200 0
75 85 200 0
75 86 200 0
75 87 200 0
75 88 200 0
75 89 200 0
75 90 200 0
75 91 200 0
75 92 200 0
75 93 200 0
75 94 200 0
75 95 200 0
75 96 200 0
75 97 200 0
75 98 200 0
75 99 200 0
75 100 200 0
76 77 1 1
76 78 200 0
76 79 200 0
76 80 200 0
76 81 200 0
76 82 200 0
76 83 200 0
76 84 200 0
76 85 200 0
76 86 200 0
76 87 200 0
76 88 200 0
76 89 200 0
76 90 200 0
76 91 200 0
76 92 200 0
76 93 200 0
76 94 200 0
76 95 200 0
76 96 200 0
76 97 200 0
76 98 200 0
76 99 200 0
76 100 200 0
77 78 1 1
77 79 200 0
77 80 200 0
77 81 200 0
77 82 200 0
77 83 200 0
77 84 200 0
77 85 200 0
77 86 200 0
77 87 200 0
77 88 200 0
77 89 200 0
77 90 200 0
77 91 200 0
77 92 200 0
77 93 200 0
77 94 200 0
77 95 200 0
77 96 200 0
77 97 200 0
77 98 200 0
77 99 200 0
77 100 200 0
78 79 1 1
78 80 200 0
78 81 200 0
78 82 200 0
78 83 200 0
78 84 200 0
78 85 200 0
78 86 200 0
78 87 200 0
78 88 200 0
78 89 200 0
78 90 200 0
78 91 200 0
78 92 200 0
78 93 200 0
78 94 200 0
78 95 200 0
78 96 200 0
78 97 200 0
78 98 200 0
78 99 200 0
78 100 200 0
79 80 1 1
79 81 200 0
79 82 200 0
79 83 200 0
79 84 200 0
79 85 200 0
79 86 200 0
79 87 200 0
79 88 200 0
79 89 200 0
79 90 200 0
79 91 200 0
79 92 200 0
79 93 200 0
79 94 200 0
79 95 200 0
79 96 200 0
79 97 200 0
79 98 200 0
79 99 200 0
79 100 200 0
80 81 1 1
80 82 200 0
80 83 200 0
80 84 200 0
80 85 200 0
80 86 200 0
80 87 200 0
80 88 200 0
80 89 200 0
80 90 200 0
80 91 200 0
80 92 200 0
80 93 200 0
80 94 200 0
80 95 200 0
80 96 200 0
80 97 200 0
80 98 200 0
80 99 200 0
80 100 200 0
81 82 1 1
81 83 200 0
81 84 200 0
81 85 200 0
81 86 200 0
81 87 200 0
81 88 200 0
81 89 200 0
81 90 200 0
81 91 200 0
81 92 200 0
81 93 200 0
81 94 200 0
81 95 200 0
81 96 200 0
81 97 200 0
81 98 200 0
81 99 200 0
81 100 200 0
82 83 1 1
82 84 200 0
82 85 200 0
82 86 200 0
82 87 200 0
82 88 200 0
82 89 200 0
82 90 200 0
82 91 200 0
82 92 200 0
82 93 200 0
82 94 200 0
82 95 200 0
82 96 200 0
82 97 200 0
82 98 200 0
82 99 200 0
82 100 200 0
83 84 1 1
83 85 200 0
83 86 200 0
83 87 200 0
83 88 200 0
83 89 200 0
83 90 200 0
83 91 200 0
83 92 200 0
83 93 200 0
83 94 200 0
83 95 200 0
83 96 200 0
83 97 200 0
83 98 200 0
83 99 200 0
83 100 200 0
84 85 1 1
84 86 200 0
84 87 200 0
84 88 200 0
84 89 200 0
84 90 200 0
84 91 200 0
84 92 200 0
84 93 200 0
84 94 200 0
84 95 200 0
84 96 200 0
84 97 200 0
84 98 200 0
84 99 200 0
84 100 200 0
85 86 1 1
85 87 200 0
85 88 200 0
85 89 200 0
85 90 200 0
85 91 200 0
85 92 200 0
85 93 200 0
85 94 200 0
85 95 200 0
85 96 200 0
85 97 200 0
85 98 200 0
85 99 200 0
85 100 200 0
86 87 1 1
86 88 200 0
86 89 200 0
86 90 200 0
86 91 200 0
86 92 200 0
86 93 200 0
86 94 200 0
86 95 200 0
86 96 200 0
86 97 200 0
86 98 200 0
86 99 200 0
86 100 200 0
87 88 1 1
87 89 200 0
87 90 200 0
87 91 200 0
87 92 200 0
87 93 200 0
87 94 200 0
87 95 200 0
87 96 200 0
87 97 200 0
87 98 200 0
87 99 200 0
87 100 200 0
88 89 1 1
88 90 200 0
88 91 200 0
88 92 200 0
88 93 200 0
88 94 200 0
88 95 200 0
88 96 200 0
88 97 200 0
88 98 200 0
88 99 200 0
88 100 200 0
89 90 1 1
89 91 200 0
89 92 200 0
89 93 200 0
89 94 200 0
89 95 200 0
89 96 200 0
89 97 200 0
89 98 200 0
89 99 200 0
89 100 200 0
90 91 1 1
90 92 200 0
90 93 200 0
90 94 200 0
90 95 200 0
90 96 200 0
90 97 200 0
90 98 200 0
90 99 200 0
90 100 200 0
91 92 1 1
91 93 200 0
91 94 200 0
91 95 200 0
91 96 200 0
91 97 200 0
91 98 200 0
91 99 200 0
91 100 200 0
92 93 1 1
92 94 200 0
92 95 200 0
92 96 200 0
92 97 200 0
92 98 200 0
92 99 200 0
92 100 200 0
93 94 1 1
93 95 200 0
93 96 200 0
93 97 200 0
93 98 200 0
93 99 200 0
93 100 200 0
94 95 1 1
94 96 200 0
94 97 200 0
94 98 200 0
94 99 200 0
94 100 200 0
95 96 1 1
95 97 200 0
95 98 200 0
95 99 200 0
95 100 200 0
96 97 1 1
96 98 200 0
96 99 200 0
96 100 200 0
97 98 1 1
97 99 200 0
97 100 200 0
98 99 1 1
98 100 200 0
99 100 1 1
